year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2021,388,12790606247,405148313,7/2/2021 11:12,7/2/2021 11:26,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Expert,Basic stuff,Not at all,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,,Very much so,Very much so,,,,,Very much so,Very much so,,,,,Very much so,Very much so,,,,,Very much so,Very much so,,,,,"Reserving specific software such as ResQ, capital modeling specific software such as Igloo",,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,Lack of management support,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,"Even though I don't use database languages myself anymore, I still think that knowledge is important in understanding data and directing the work of others.",FCAS,41-50 years old,Canada,,Insurance company,,51-200,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,389,12790592686,405148313,7/2/2021 11:14,7/2/2021 11:20,NA,NA,NA,NA,NA,About once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,About once a week,Intermediate,Expert,Advanced,Basic stuff,Basic stuff,Basic stuff,Basic stuff,Intermediate,Advanced,Very much so,Very much so,Very much so,Very much so,Somewhat,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,"Software dedicated to reserving (Igloo/Arius), software dedicated to modeling (RiskExplorer/Metarisk)",R,,,,,,,,,,Insufficient/inadequate staff,,,,Not enough time,,Lack of credible data,Insufficient/inadequate staff,,,,Not enough time,,Lack of credible data,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,10-Jun,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,390,12790553997,405148313,7/2/2021 11:01,7/2/2021 11:05,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,About once a week,Not at all,About once a week,Less than once a month,Not at all,Expert,Not at all,Intermediate,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,Very much so,Unsure,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Unsure,Very much so,Unsure,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Very much so,Very much so,,,,,,,,,,,,,,,,,No perceived benefit,,,,,,,,not relevant to my current job,,Credibility,Premium adjustment,,,,,,,,,,"I don't work in an actuarial role currently, so my responses probably aren't very relevant",FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,391,12790546477,405148313,7/2/2021 10:58,7/2/2021 11:02,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Less than once a month,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Advanced,Not at all,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Consulting Firm,,26-50,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,392,12790497946,405148313,7/2/2021 10:35,7/2/2021 10:42,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,At least once a day,Not at all,At least once a day,At least once a day,Basic stuff,Expert,Basic stuff,Not at all,Not at all,Expert,Not at all,Expert,Expert,Very much so,Somewhat,Not at all,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,,,,,,Python,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,,,Lack of IT support,Financial cost,,No perceived benefit,,,,,,,,,,Chain-ladder,,,,,FCAS,Up to 30 years old,United States,,Reinsurance company,,26-50,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,393,12790484187,405148313,7/2/2021 10:32,7/2/2021 10:37,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Less than once a month,Not at all,Not at all,Not at all,Less than once a month,At least once a day,Basic stuff,Expert,Basic stuff,Intermediate,Not at all,Not at all,Not at all,Not at all,Intermediate,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,Excel,,,,,,,SQL,VBA,,,,,Not enough time,,,,,Lack of IT support,,Not enough time,,,,,,,,,,,,,,,,FCAS,Up to 30 years old,Canada,,Insurance company,,51-200,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,394,12790465145,405148313,7/2/2021 10:23,7/2/2021 10:29,NA,NA,NA,NA,NA,About once a month,At least once a day,Not at all,Not at all,About once a month,About once a month,Not at all,About once a month,About once a month,Intermediate,Expert,Intermediate,Not at all,Basic stuff,Basic stuff,Not at all,Basic stuff,Intermediate,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,N/A,R,Excel,,,Python,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,Up to 30 years old,United States,,Broker or (re)insurance intermediary,,26-50,Less than 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,395,12790408650,405148313,7/2/2021 10:02,7/2/2021 10:07,NA,NA,NA,NA,NA,About once a month,At least once a day,Not at all,About once a week,Not at all,Not at all,Not at all,Not at all,About once a month,Basic stuff,Advanced,Not at all,Basic stuff,Not at all,Not at all,Not at all,Not at all,Intermediate,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Modeling software like Emblem or DataRobot; reserving software like RESQ,R,,,SAS,Python,,,,,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,,,,,,,Premium adjustment,,,,,,Chain-ladder,,,,,ACAS,41-50 years old,United States,,Insurance company,,26-50,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,396,12790377694,405148313,7/2/2021 9:51,7/2/2021 9:54,NA,NA,NA,NA,NA,About once a month,At least once a day,Less than once a month,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,Basic stuff,Expert,Advanced,Not at all,Not at all,Not at all,Not at all,Basic stuff,Not at all,Very much so,Somewhat,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Very much so,Somewhat,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,,R,,,,,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,Canada,,Consulting Firm,,10-Jun,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,397,12790363607,405148313,7/2/2021 9:46,7/2/2021 9:49,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Not at all,Not at all,About once a week,Basic stuff,Expert,Basic stuff,Basic stuff,Not at all,Intermediate,Not at all,Basic stuff,Advanced,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Unsure,Not at all,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,,R,Excel,,,,,,,SQL,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,,,Financial cost,Not enough time,,,,Credibility,Premium adjustment,,,,,,,,,,,FCAS,31-40 years old,United States,,Insurance company,,10-Jun,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,398,12790324774,405148313,7/2/2021 9:24,7/2/2021 9:33,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,About once a week,Less than once a month,Not at all,Not at all,Not at all,About once a month,Intermediate,Expert,Intermediate,Intermediate,Basic stuff,Not at all,Not at all,Not at all,Intermediate,Very much so,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Very much so,Very much so,Somewhat,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,"MS Access, MS Teams",,,,SAS,Python,,,,,Panda,,,,,Not enough time,,"Technologies emerging quickly, and it's not always clear which ones will have staying power.",,Lack of management support,,Financial cost,,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Insurance company,,200+,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,399,12790295456,405148313,7/2/2021 9:17,7/2/2021 9:22,NA,NA,NA,NA,NA,About once a week,At least once a day,Not at all,Less than once a month,About once a month,About once a week,Not at all,About once a week,About once a week,Intermediate,Expert,Intermediate,Advanced,Basic stuff,Basic stuff,Not at all,Intermediate,Intermediate,Very much so,Somewhat,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,Somewhat,Very much so,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Very much so,Somewhat,Unsure,Very much so,Very much so,Unsure,,R,,,,Python,,,,,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,200+,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,400,12790294575,405148313,7/2/2021 9:07,7/2/2021 9:21,NA,NA,NA,NA,NA,At least once a day,About once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,About once a month,Basic stuff,Basic stuff,Not at all,Intermediate,Not at all,Not at all,Not at all,Not at all,Intermediate,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,"Within R, you should add the set of packages under the tidyverse environment. An open source package to add would be STAN for Bayesian MCMC modeling. ",R,,,,Python,,,,,STAN,,,,,Not enough time,,"Today, we have a wide range of educational sources that can be downloaded free or one can purchase a kindle textbook and walk through the exercises at a low cost. This can be time consuming though. Also, it's not clear which sources are the best for learning and guidance on that from the CAS would be helpful. ",Insufficient/inadequate staff,,,,Not enough time,,"If you are using new technology, you need to be able to contact someone to get feedback on what you are trying to do. Finding that someone can be difficult, if you are trying to learn on your own or you lack peers in your company who have used that technology.  Insufficient staff may not be the right term, rather it could be lack of expertise from existing staff.","Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",,,,,Mixed Effects models which are a hybrid of GLMs credibility weighting. ,"PYTHON is changing. At one time, the R environment had a monopoly on statistical packages, but PYTHON is catching up and increasingly one should be capable in operating in either. SQL is a general purpose programming capability that can be done in either R or PYTHON. ",FCAS,61 or older,United States,,Retired,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,401,12790281987,405148313,7/2/2021 9:07,7/2/2021 9:16,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,Basic stuff,Expert,Advanced,Intermediate,,,,,Intermediate,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Somewhat,Unsure,Somewhat,Somewhat,Unsure,,,Excel,,,,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Consulting Firm,,25-Nov,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,402,12790271025,405148313,7/2/2021 8:43,7/2/2021 9:12,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,Expert,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,Not at all,Basic stuff,Somewhat,Somewhat,Not at all,Very much so,Very much so,Somewhat,Very much so,Very much so,Somewhat,Unsure,Unsure,Not at all,Somewhat,Somewhat,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Not at all,"Capital model platforms (Tyche, Igloo, Remetrica, MetaRisk,  URS, ...)",R,Excel,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Reinsurance company,,25-Nov,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,403,12790268807,405148313,7/2/2021 9:08,7/2/2021 9:10,NA,NA,NA,NA,NA,Not at all,At least once a day,About once a month,Not at all,Not at all,About once a month,Not at all,Less than once a month,About once a month,Not at all,Advanced,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Unsure,Unsure,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,Excel,,,,A data visualization tool like Tableau,,,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,5-Jan,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,404,12790212794,405148313,7/2/2021 8:40,7/2/2021 8:47,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,About once a month,Not at all,Not at all,Less than once a month,Not at all,Advanced,Not at all,Not at all,Not at all,Basic stuff,Not at all,Not at all,Intermediate,Unsure,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Alteryx,,,,,,A data visualization tool like Tableau,,,,Alteryx,,,Lack of IT support,,Not enough time,,,,,Lack of IT support,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,25-Nov,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,405,12790178341,405148313,7/2/2021 8:28,7/2/2021 8:31,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,About once a week,Not at all,Basic stuff,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Intermediate,Not at all,Very much so,Very much so,Somewhat,Somewhat,Very much so,Not at all,Unsure,Unsure,Unsure,Very much so,Very much so,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Capital modeling tools like MetaRisk/Igloo/ReMetrica.,R,,,,Python,A data visualization tool like Tableau,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,Lack of IT support,,,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,,,,,,FCAS,41-50 years old,United States,,Broker or (re)insurance intermediary,,51-200,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,406,12790165479,405148313,7/2/2021 8:20,7/2/2021 8:25,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,About once a month,Not at all,Less than once a month,Not at all,At least once a day,About once a month,Not at all,Expert,Advanced,Intermediate,Not at all,Basic stuff,Not at all,Basic stuff,Intermediate,Unsure,Not at all,Very much so,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Not at all,Very much so,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,"ResQ, ",,Excel,,SAS,,A data visualization tool like Tableau,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,Financial cost,,No perceived benefit,,,Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,"Employer uses GLMs, but I don’t in my current tole",FCAS,Up to 30 years old,United States,,Insurance company,,200+,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,407,12790144759,405148313,7/2/2021 8:06,7/2/2021 8:16,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,At least once a day,Not at all,Less than once a month,Not at all,Basic stuff,Advanced,Not at all,Basic stuff,Not at all,Intermediate,Not at all,Basic stuff,Not at all,Unsure,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Very much so,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,,R,Excel,,,,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,,,,,,,,ESF,,FCAS,41-50 years old,Canada,,Government or regulatory organization,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,408,12790140965,405148313,7/2/2021 8:10,7/2/2021 8:14,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,About once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,Expert,Basic stuff,Advanced,,Not at all,Not at all,Not at all,Basic stuff,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,,,,,,,,FCAS,31-40 years old,Canada,,Insurance company,,200+,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,409,12790102460,405148313,7/2/2021 7:54,7/2/2021 7:57,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,About once a month,Not at all,Not at all,Not at all,About once a week,About once a month,Not at all,Expert,Not at all,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,,,,,SAS,,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Insurance company,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
