respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202100320,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2021
202100321,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100322,FCAS,"(40, 50]",United States,Consulting,"(25, 50]","[5, 10)",2021
202100323,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100324,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2021
202100325,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100326,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100327,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100328,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100329,FCAS,"(50, 60]",Canada,Consulting,"(10, 25]","[20, Inf)",2021
202100330,FCAS,"(40, 50]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100331,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100332,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100333,FCAS,"(50, 60]",Canada,Insurance,"(50, 200]","[20, Inf)",2021
202100334,None,"(0, 30]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202100335,FCAS,"(40, 50]",Canada,Insurance,"(10, 25]","[15, 20)",2021
202100336,FCAS,"(40, 50]",Canada,Insurance,"(0, 5]","[20, Inf)",2021
202100337,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2021
202100338,FCAS,"(40, 50]",Canada,Insurance,"(50, 200]","[15, 20)",2021
202100339,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100340,FCAS,"(30, 40]",United States,Other,"(50, 200]","[5, 10)",2021
202100341,FCAS,"(0, 30]",Canada,Broker,"(5, 10]","(0, 5)",2021
202100342,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[5, 10)",2021
202100343,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2021
202100344,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100345,FCAS,"(0, 30]",Canada,Consulting,"(10, 25]","[5, 10)",2021
202100346,FCAS,"(40, 50]",Other,Insurance,"(50, 200]","[15, 20)",2021
202100347,FCAS,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2021
202100348,ACAS,"(0, 30]",United States,Consulting,"(50, 200]","[5, 10)",2021
202100349,FCAS,"(0, 30]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202100350,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[15, 20)",2021
202100351,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2021
202100352,ACAS,"(30, 40]",United States,Consulting,"(5, 10]","[5, 10)",2021
202100353,None,"(0, 30]",United States,NA,"(10, 25]","(0, 5)",2021
202100354,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100355,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100356,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202100357,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[5, 10)",2021
202100358,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100359,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100360,FCAS,"(40, 50]",Canada,Insurance,"(200, Inf)","[20, Inf)",2021
202100361,ACAS,"(0, 30]",Asia,Insurance,"(200, Inf)","[5, 10)",2021
202100362,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100363,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100364,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100365,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[15, 20)",2021
202100366,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202100367,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100368,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100369,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100370,FCAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)",2021
202100371,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202100372,FCAS,"(40, 50]",United States,NA,NA,NA,2021
202100373,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2021
202100374,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[15, 20)",2021
202100375,FCAS,"(50, 60]",United States,Reinsurance,"(0, 5]","[20, Inf)",2021
202100376,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[10, 15)",2021
202100377,FCAS,"(40, 50]",United States,Consulting,"(5, 10]","[20, Inf)",2021
202100378,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[15, 20)",2021
202100379,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100380,FCAS,"(40, 50]",United States,Reinsurance,"(50, 200]","[20, Inf)",2021
202100381,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202100382,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202100383,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100384,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100385,ACAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2021
202100386,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100387,FCAS,"(50, 60]",Canada,Other,"(10, 25]","[15, 20)",2021
202100388,FCAS,"(40, 50]",Canada,Insurance,"(50, 200]","[20, Inf)",2021
202100389,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202100390,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100391,FCAS,"(50, 60]",United States,Consulting,"(25, 50]","[20, Inf)",2021
202100392,FCAS,"(0, 30]",United States,Reinsurance,"(25, 50]","[5, 10)",2021
202100393,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100394,ACAS,"(0, 30]",United States,Broker,"(25, 50]","(0, 5)",2021
202100395,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100396,FCAS,"(30, 40]",Canada,Consulting,"(5, 10]","[5, 10)",2021
202100397,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2021
202100398,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100399,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202100400,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202100401,FCAS,"(40, 50]",United States,Consulting,"(10, 25]","[15, 20)",2021
202100402,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2021
202100403,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202100404,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2021
202100405,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[20, Inf)",2021
202100406,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100407,FCAS,"(40, 50]",Canada,Other,"(0, 5]","[20, Inf)",2021
202100408,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[10, 15)",2021
202100409,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100410,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100411,FCAS,"(0, 30]",Asia,Insurance,"(0, 5]","[5, 10)",2021
202100412,ACAS,"(30, 40]",United States,Other,"(50, 200]","[5, 10)",2021
202100413,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100414,ACAS,"(40, 50]",United States,Consulting,"(5, 10]","[20, Inf)",2021
202100415,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100416,FCAS,NA,United States,Insurance,"(0, 5]","[10, 15)",2021
202100417,FCAS,"(50, 60]",United States,Other,"(50, 200]","[20, Inf)",2021
202100418,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202100419,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100420,FCAS,"(40, 50]",United States,Consulting,"(25, 50]","[20, Inf)",2021
202100421,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100422,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2021
202100423,FCAS,"(60, Inf)",Canada,NA,"(0, 5]","[20, Inf)",2021
202100424,FCAS,"(60, Inf)",United States,Reinsurance,"(5, 10]","[20, Inf)",2021
202100425,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202100426,ACAS,"(30, 40]",Asia,Broker,"(50, 200]","[15, 20)",2021
202100427,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100428,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2021
202100429,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100430,FCAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[10, 15)",2021
202100431,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202100432,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202100433,FCAS,"(60, Inf)",United States,Consulting,"(25, 50]","[20, Inf)",2021
202100434,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100435,FCAS,NA,United States,Insurance,"(10, 25]","[20, Inf)",2021
202100436,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202100437,FCAS,"(30, 40]",United States,Consulting,"(25, 50]","[15, 20)",2021
202100438,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100439,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202100440,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100441,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100442,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2021
202100443,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100444,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100445,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100446,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[15, 20)",2021
202100447,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202100448,ACAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2021
202100449,ACAS,"(60, Inf)",United States,Other,"(25, 50]","[20, Inf)",2021
202100450,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2021
202100451,FCAS,"(60, Inf)",United States,Reinsurance,"(5, 10]","[20, Inf)",2021
202100452,FCAS,"(30, 40]",Other,Insurance,"(5, 10]","[10, 15)",2021
202100453,None,NA,NA,NA,NA,NA,2021
202100454,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100455,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100456,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100457,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2021
202100458,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202100459,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100460,ACAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100461,FCAS,"(50, 60]",United States,Other,"(0, 5]","[15, 20)",2021
202100462,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100463,ACAS,"(50, 60]",NA,Insurance,"(50, 200]","[20, Inf)",2021
202100464,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100465,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202100466,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100467,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100468,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2021
202100469,FCAS,"(40, 50]",United States,Other,"(50, 200]","[15, 20)",2021
202100470,FCAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2021
202100471,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100472,FCAS,"(50, 60]",Canada,Insurance,"(10, 25]","[15, 20)",2021
202100473,ACAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202100474,FCAS,"(40, 50]",United States,Broker,"(25, 50]","[15, 20)",2021
202100475,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100476,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100477,FCAS,"(60, Inf)",Canada,Consulting,"(0, 5]","[20, Inf)",2021
202100478,ACAS,"(60, Inf)",Canada,NA,NA,"[15, 20)",2021
202100479,FCAS,"(40, 50]",United States,Broker,"(25, 50]","[20, Inf)",2021
202100480,FCAS,"(60, Inf)",United States,Broker,"(0, 5]","[20, Inf)",2021
202100481,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100482,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2021
202100483,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[15, 20)",2021
202100484,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100485,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100486,FCAS,"(30, 40]",United States,Broker,"(25, 50]","[10, 15)",2021
202100487,FCAS,NA,United States,Insurance,"(50, 200]","[15, 20)",2021
202100488,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100489,FCAS,"(0, 30]",Canada,Insurance,"(10, 25]","(0, 5)",2021
202100490,FCAS,NA,United States,Consulting,"(0, 5]","[20, Inf)",2021
202100491,FCAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2021
202100492,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2021
202100493,ACAS,"(50, 60]",United States,Consulting,"(10, 25]","[20, Inf)",2021
202100494,FCAS,"(60, Inf)",United States,Other,"(5, 10]","[20, Inf)",2021
202100495,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100496,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100497,ACAS,"(0, 30]",Canada,Insurance,"(10, 25]","(0, 5)",2021
202100498,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100499,ACAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2021
202100500,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[15, 20)",2021
202100501,ACAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2021
202100502,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100503,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202100504,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100505,FCAS,"(0, 30]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202100506,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100507,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202100508,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2021
202100509,FCAS,"(30, 40]",Canada,Insurance,"(0, 5]","[15, 20)",2021
202100510,ACAS,"(60, Inf)",United States,Insurance,"(10, 25]","[20, Inf)",2021
202100511,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100512,None,NA,NA,NA,NA,NA,2021
202100513,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100514,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100515,FCAS,NA,United States,Insurance,"(10, 25]","[20, Inf)",2021
202100516,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100517,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100518,ACAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)",2021
202100519,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202100520,ACAS,"(30, 40]",United States,Broker,"(0, 5]","[5, 10)",2021
202100521,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","(0, 5)",2021
202100522,FCAS,"(50, 60]",United States,Consulting,"(5, 10]","[20, Inf)",2021
202100523,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100524,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202100525,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2021
202100526,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100527,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2021
202100528,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100529,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[10, 15)",2021
202100530,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2021
202100531,ACAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[5, 10)",2021
202100532,FCAS,"(0, 30]",United States,Other,"(10, 25]","(0, 5)",2021
202100533,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202100534,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2021
202100535,ACAS,"(30, 40]",Canada,Insurance,"(5, 10]","[5, 10)",2021
202100536,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100537,FCAS,"(30, 40]",United States,Consulting,"(25, 50]","[10, 15)",2021
202100538,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100539,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100540,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2021
202100541,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2021
202100542,ACAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100543,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100544,FCAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)",2021
202100545,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[10, 15)",2021
202100546,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100547,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100548,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2021
202100549,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2021
202100550,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100551,ACAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2021
202100552,ACAS,"(40, 50]",Canada,Insurance,"(50, 200]","[15, 20)",2021
202100553,FCAS,"(50, 60]",United States,Other,"(10, 25]","[20, Inf)",2021
202100554,FCAS,"(40, 50]",Canada,Other,"(0, 5]","[15, 20)",2021
202100555,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2021
202100556,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100557,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2021
202100558,FCAS,"(30, 40]",United States,Reinsurance,"(5, 10]","[15, 20)",2021
202100559,ACAS,"(30, 40]",Canada,Insurance,"(25, 50]","[5, 10)",2021
202100560,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[10, 15)",2021
202100561,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100562,ACAS,"(60, Inf)",United States,Insurance,"(25, 50]","[20, Inf)",2021
202100563,FCAS,"(60, Inf)",United States,Reinsurance,"(0, 5]","[20, Inf)",2021
202100564,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2021
202100565,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100566,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100567,FCAS,"(40, 50]",United States,Other,"(10, 25]","[15, 20)",2021
202100568,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2021
202100569,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2021
202100570,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100571,ACAS,"(40, 50]",United States,Other,"(5, 10]","[20, Inf)",2021
202100572,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100573,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202100574,ACAS,"(30, 40]",United States,Consulting,"(0, 5]","[15, 20)",2021
202100575,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100576,FCAS,NA,United States,Consulting,"(0, 5]","[20, Inf)",2021
202100577,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2021
202100578,ACAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2021
202100579,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100580,ACAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2021
202100581,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2021
202100582,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2021
202100583,ACAS,NA,United States,Reinsurance,NA,NA,2021
202100584,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2021
202100585,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2021
202100586,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","(0, 5)",2021
202100587,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2021
202100588,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[15, 20)",2021
202100589,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100590,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2021
202100591,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2021
202100592,FCAS,"(40, 50]",United States,Reinsurance,"(5, 10]","[20, Inf)",2021
202100593,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2021
202100594,FCAS,"(0, 30]",United States,Broker,"(0, 5]","[5, 10)",2021
202100595,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2021
202100596,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2021
202100597,FCAS,"(30, 40]",United States,Other,"(5, 10]","[5, 10)",2021
202100598,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2021
202100599,ACAS,"(40, 50]",Other,Insurance,"(200, Inf)","[20, Inf)",2021
202100600,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2021
202100601,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2021
